rsci_uuid,set_uuid,Acquisition Date__begin_of_the_begin,Acquisition Date__end_of_the_begin,Acquisition Date__begin_of_the_end,Acquisition Date__end_of_the_end,acq_by_person_1_uuid,acq_by_person_2_uuid,acq_by_group_1_uuid,acq_by_group_2_uuid,acq_from_group_1_uuid,acq_from_group_2_uuid,acquisition_note,acquisition_type
aa8f2ee7-4897-4e26-a107-6ba5c6f6d302,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-07-01,2006-07-01,2006-07-31,2006-07-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,f6ea4411-5900-415b-9709-3bf83c8c9fa5,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
128b918d-b9af-4b79-826f-b9b4b415340b,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-10-01,2006-10-01,2006-10-31,2006-10-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,2c536ba3-8a99-401f-88e4-92c38f1cd8a7,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
bfb50261-b987-4ec9-9407-21f1bacff36e,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-07-01,2006-07-01,2006-07-31,2006-07-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,1fc06a29-eadb-4254-a396-a60cd10086d4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
3e57fd0e-ccef-4a86-a14b-b9bb9ffa827c,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-07-01,2006-07-01,2006-07-31,2006-07-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,f6ea4411-5900-415b-9709-3bf83c8c9fa5,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
fe6e175f-2160-4649-8678-9569640ca238,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-10-01,2006-10-01,2006-10-31,2006-10-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,2c536ba3-8a99-401f-88e4-92c38f1cd8a7,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
800c862b-abf3-414b-8d5e-94e6107e55b3,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-07-01,2006-07-01,2006-07-31,2006-07-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,1fc06a29-eadb-4254-a396-a60cd10086d4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
be3185c4-ff21-4d40-9f33-7394fc0e88b0,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-07-01,2006-07-01,2006-07-31,2006-07-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,f6ea4411-5900-415b-9709-3bf83c8c9fa5,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
9e44101d-66dd-43be-afa4-b80ae31866d0,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-10-01,2006-10-01,2006-10-31,2006-10-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,2c536ba3-8a99-401f-88e4-92c38f1cd8a7,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
dfa5b6e8-08fe-4bfb-9212-6ff84047145c,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-07-01,2006-07-01,2006-07-31,2006-07-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,1fc06a29-eadb-4254-a396-a60cd10086d4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
444d0695-4e09-4647-928f-6f35bbcc4aad,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-07-01,2006-07-01,2006-07-31,2006-07-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,f6ea4411-5900-415b-9709-3bf83c8c9fa5,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
8cdee0f7-aff4-40cc-af23-351fe4e1c33b,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-10-01,2006-10-01,2006-10-31,2006-10-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,2c536ba3-8a99-401f-88e4-92c38f1cd8a7,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
cbb49864-f35f-4a70-bd2d-b100aadee674,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-10-01,2006-10-01,2006-10-31,2006-10-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,2c536ba3-8a99-401f-88e4-92c38f1cd8a7,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
f54a8edd-3e51-4900-bb45-72a388148492,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-10-01,2006-10-01,2006-10-31,2006-10-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,84c8f26e-1ee7-435a-afef-3482ee417735,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
1c5cba06-d703-45dc-9932-b2bcc650c5ba,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-07-01,2006-07-01,2006-07-31,2006-07-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,1fc06a29-eadb-4254-a396-a60cd10086d4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
cadc1e74-4704-4105-b8da-9b54ea5bd2fe,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-07-01,2006-07-01,2006-07-31,2006-07-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,f6ea4411-5900-415b-9709-3bf83c8c9fa5,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
2bfc5346-daf3-40fc-ad53-7d67f6fa6bfd,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-10-01,2006-10-01,2006-10-31,2006-10-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,2c536ba3-8a99-401f-88e4-92c38f1cd8a7,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
f5e3c2ea-4362-4659-af79-be82e1e3bc73,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-07-01,2006-07-01,2006-07-31,2006-07-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,1fc06a29-eadb-4254-a396-a60cd10086d4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
b7020912-6156-4b98-820d-39fda910807e,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-10-01,2006-10-01,2006-10-31,2006-10-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,2c536ba3-8a99-401f-88e4-92c38f1cd8a7,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
1dca872f-df8c-455e-8d10-712dde35fd25,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-10-01,2006-10-01,2006-10-31,2006-10-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,58b336ba-e18b-49ce-9c91-97284890ffbd,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
c3090d37-f86c-4fa1-b5bd-5e3c27a49208,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-03-15,2006-03-15,2006-06-20,2006-06-20,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,5e965e4f-15c5-4bc0-90d3-c9c013b71993,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
d2761d5d-6919-4a43-aa1f-3c8376ddd331,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-03-15,2006-03-15,2006-06-20,2006-06-20,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,5e965e4f-15c5-4bc0-90d3-c9c013b71993,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
2cd38d97-b793-44b0-a39c-3c2d2bc5307c,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-07-01,2006-07-01,2006-07-31,2006-07-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,1fc06a29-eadb-4254-a396-a60cd10086d4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
6413553a-0d1a-45d2-9a29-02b4a3eb450d,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-07-01,2006-07-01,2006-07-31,2006-07-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,f6ea4411-5900-415b-9709-3bf83c8c9fa5,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
d309842f-571f-4232-beed-014b917dec13,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-10-01,2006-10-01,2006-10-31,2006-10-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,2c536ba3-8a99-401f-88e4-92c38f1cd8a7,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
25b1101e-d8fd-4a2f-a624-7aa3588f22b9,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-01-01,2006-01-01,2006-01-31,2006-01-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,67c06ef7-1ced-440d-bcf3-1127a52ec294,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
27f757e2-cd6b-4b5b-bb62-7717b837cd3b,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-07-01,2006-07-01,2006-07-31,2006-07-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,1fc06a29-eadb-4254-a396-a60cd10086d4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
8796e4ff-4ebb-4d45-ae17-eeae1e3b6af9,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-07-01,2006-07-01,2006-07-31,2006-07-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,1fc06a29-eadb-4254-a396-a60cd10086d4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
c602fb79-feb1-44ce-9ce6-372a487bfa9a,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-07-01,2006-07-01,2006-07-31,2006-07-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,f6ea4411-5900-415b-9709-3bf83c8c9fa5,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
52a82b87-6f8d-4f5e-8893-b2c84cb80cf5,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-10-01,2006-10-01,2006-10-31,2006-10-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,2c536ba3-8a99-401f-88e4-92c38f1cd8a7,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
0e9b9c85-b70f-4e82-8be8-af3d1c0ece5c,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-07-01,2006-07-01,2006-07-31,2006-07-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,1fc06a29-eadb-4254-a396-a60cd10086d4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
77de87f2-cb88-462c-b794-5282afb9e017,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-07-01,2006-07-01,2006-07-31,2006-07-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,f6ea4411-5900-415b-9709-3bf83c8c9fa5,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
a62a657e-0089-4bd1-ba37-d286f2ac7aa2,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-07-01,2006-07-01,2006-07-31,2006-07-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,1fc06a29-eadb-4254-a396-a60cd10086d4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
e05f08f5-8e8c-4a33-af8f-cb3e30222942,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-07-01,2006-07-01,2006-07-31,2006-07-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,f6ea4411-5900-415b-9709-3bf83c8c9fa5,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
589f91f2-e1d4-4358-97b3-f1844e8dc339,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-10-01,2006-10-01,2006-10-31,2006-10-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,2c536ba3-8a99-401f-88e4-92c38f1cd8a7,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
d6f911f3-cec7-4859-bdbb-2d87d9580005,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-07-01,2006-07-01,2006-07-31,2006-07-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,1fc06a29-eadb-4254-a396-a60cd10086d4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
9266bcee-e012-46e5-b2c6-b99108de7a49,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-07-01,2006-07-01,2006-07-31,2006-07-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,f6ea4411-5900-415b-9709-3bf83c8c9fa5,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
52a5691c-20ac-415c-b2e5-ba5a5b1d41b3,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-10-01,2006-10-01,2006-10-31,2006-10-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,2c536ba3-8a99-401f-88e4-92c38f1cd8a7,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
09e3d37e-6422-49f1-87fd-9078f3974464,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-10-01,2006-10-01,2006-10-31,2006-10-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,ca6a4e2f-f6e7-4ea6-be46-c7caa2b1862f,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
68f16cf1-94de-415a-ba52-4ac4b07d56d4,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2006-07-01,2006-07-01,2006-07-31,2006-07-31,93ac1f93-b1db-4b9a-af73-a964a0e97977,,,,1fc06a29-eadb-4254-a396-a60cd10086d4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
