rsci_uuid,READY_sample_type,Chemical (CAS) No.,Chemical Formula,Chemical Name,READY_natural-synthetic
05bcbe33-ab67-427c-84b5-2ea337200384,"paint, oil-based, water mixable",,,,synthetic
05bd8308-3dbe-44e2-837b-96eac9b299f3,dye,60687-93-6,C20H14O11,Anthracenedicarboxylic acid; laccaic acid,natural
05bda4da-1497-4be4-b064-ee0e04674080,oil,8001-26-1,,"mostly glycerides of linoleic, linolenic and oleic acids",natural
05ca8b66-16bb-4dcb-939d-dc55b1c58b76,pigment,1308-38-9,Cr2O3.2H2O,chromium hydroxide,synthetic
05cb7157-43e7-4d2f-973a-0a98821bb722,prepared mixture,,,,
05d00e4b-e769-473b-ab0b-763852901232,additive,9036-19-5,,"mono[(1,1,3,3-tetramethylbutyl)phenyl] ether (70%)",synthetic
05d32bb6-8524-432e-b7a5-f6b21f8b0daf,"paint, acrylic",,,,
05d4d931-db84-49d1-b80e-b394f2545cbc,dye,,,,natural
05d8d8e7-8473-47ea-83a4-de7db6327374,"stone, natural",,,,natural
05de591c-868a-41aa-858f-c1429ba1034d,"stone, natural",,,,natural
05e7a909-4186-4df5-a28f-d0e65eadee26,"resin, synthetic",,,,synthetic
05f3558f-62f4-4450-a204-3a774d3a1b08,"stone, natural",,,,natural
05f72a84-c464-4bba-8a04-3e89ea8f9005,prepared mixture,,,,
05f975bf-ba8b-410e-92c4-2fedfdb48221,pigment,1309-37-1 (iron oxide),,"silica, clay, iron oxides, small amount of manganese dioxide",natural
05fbbc3c-bc77-4d1a-a09a-e0ab8f765685,wood,,,,natural
060262f0-68d8-4f4a-987b-fe4ce199bcec,other material,,,,synthetic
0602c3a2-5ea7-4dc7-8e6d-e7b3039ae47d,"raw material, organic",,,,natural
060480a6-652f-428a-a0f6-8c4548f33469,"stone, natural",,,,natural
0606d367-6aa2-46ea-a815-e7dffa050e29,"paint, oil-based, water mixable",,,,synthetic
06073153-86f4-4c44-92da-7215aac919a5,"paint, oil-based, water mixable",,,,synthetic
06077002-f845-4649-81da-17f5594c92c2,"paint, oil-based, water mixable",,,,synthetic
06088829-31be-4714-b73b-f8f11a4c62a2,"stone, natural",,,,natural
060ddd04-b12e-4232-9cac-f985838797f5,"resin, natural",,,,natural
0618c1b9-97eb-4d2d-8cc8-456423fcc964,prepared mixture,,,,
061b2808-b726-4093-9b2c-c41c7c877649,pigment,471-34-1,CaCo3 - more than 98%; MgCO3 - less than 0.5%; Fe2O3 - less than 0.2%; insolvable HCl  - less than 1.2 %,Calcium Carbonate (primary),
06290872-5a33-4fa3-bb3d-875ae53a1594,photographic film,,,,synthetic
062909aa-ce5d-4335-9200-3806ba814bb7,"stone, natural",,,,natural
0631ba26-543d-40ae-8be1-94c7c84afb86,dye,458-37-7,C21H20O6,(No chemical name provided),natural
06337056-ef67-4759-a8a8-867e75cd5050,prepared mixture,,,,
063b893d-800e-4ef1-9360-86177a34b189,pigment,58339-34-7 or 62930-81-8,"CdS, CdSe",cadmium sulfoselenide,synthetic
06431899-f293-4136-a0b6-24014f791b3f,"stone, natural",,,,natural
0643b6a2-86d5-4133-84fa-8238f5ada648,prepared mixture,,,,
06444175-1bce-4ebb-9f5f-04d2aafdf9a2,prepared mixture,,,,
06475a7f-7f68-468f-b9cd-aa3b83c522c1,"paint, oil-based",1314-13-2,ZnO,zinc oxide,synthetic
064a4033-2d36-409c-9f48-0c2ddbe3d2e9,protein,8002-43-5,,(No chemical name provided),natural
064a8207-199e-4c38-b03b-c0ae67d09adc,"raw material, organic",,,,natural
064ae5b1-de81-4bdc-9a57-e8f0f2872c8f,dye,,,,
064f3557-bcb6-4ad7-9658-3b096c146c4b,gum,,,,natural
0652c19b-8a6b-4ac8-8af7-3300e7a1652c,"stone, natural",,,,natural
065643a2-d87c-4b01-a832-c58701153e4a,"raw material, inorganic",,,,natural
065faab6-2796-4192-9aee-6524bcdb6779,dye,479-41-4,C16H10N2O2,"(delta(sup 2,3')-Biindoline)-2',3-dione",natural
066c025f-18d8-43e4-86f3-cbf17b16a87d,photographic paper,,,,synthetic
066caaf2-4806-49db-b455-d677f2d2b24c,medium,,,,
066d2cbc-9d8e-4696-9549-ce612d04dfe7,prepared mixture,,,,
066d94cf-19a7-4cd8-a463-8fbb5103e8a5,other material,,,,natural
067238f7-4ae9-46cf-a97e-1784630a4103,pigment,(No CAS No. Provided),MnO2 + Fe(OH)3,manganese dioxide + iron hydroxide,natural
06742ad1-61ec-4e3b-aff3-920c348efb6e,"paint, oil-based, water mixable",,,,synthetic
067671b0-2b89-412c-af1f-56bc62fc0a0d,other material,,,,natural
067b8235-4647-4f88-bec4-52c4c7ce95d2,"stone, natural",,,,natural
067e12ca-f9da-4c25-b76d-0cf6bb077bee,prepared mixture,,,,
06814c89-cee7-4c2f-ac43-a529684f47c3,varnish,,,,
0689353a-b7c5-4e0d-9740-73dc1fb9c477,wood,,,,natural
069754b9-8b30-4f0f-99c2-a79265a6373d,oil,8006-81-3,,(No chemical name provided),natural
069a824d-74b2-4007-ac9c-5a0f408a2b86,prepared mixture,,,,
06a0f0e8-5d63-43ac-a669-cfd21f5c24d4,prepared mixture,,,,
06a681f2-91a1-4c20-aab2-101ffd4d4960,photographic film,,,,synthetic
06bc1301-699b-48c2-b90b-b72c4872b631,prepared mixture,,,,
06c71fbb-ab21-4b9c-b44c-72cc337192b0,"stone, natural",,,,natural
06c7b019-8123-430f-b7cf-63b45d364943,protein,9006-50-2,,(No chemical name provided),natural
06d126e3-4b09-4e79-888c-b9eee3d3ae8f,protein,,,,natural
06d30aab-f278-44cf-b25a-0eddb592436e,"stone, natural",,,,natural
06d574d5-b97e-42ff-8f4c-dd8dc0669743,"paint, oil-based, water mixable",,,,synthetic
06d775f4-a6dc-4bf1-a14a-a6c517cb275e,"stone, natural",,,,natural
06db660d-a287-4a14-8eb8-fd092b98a481,protein,E00300000,,(No chemical name provided),natural
06dda6b3-168e-47b4-9188-5eb86e8aef7c,"stone, natural",,,,natural
06e129d9-2bc5-41a9-a354-a2dedbbfe54d,prepared mixture,,,,
06e28c43-b538-479c-ae7b-b35b4f66c461,textile,,,,natural
06e69c51-b812-47e3-acf6-d0567f66707c,"paint, acrylic",,,Cadmium Selenide,
06eb0602-6f8e-44ab-b870-495be6132ce5,"raw material, inorganic",(No CAS No. Provided),FeO(OH)-nH2O,Hydrated iron oxide,natural
06ec82ec-070f-4094-9bd2-17fef96b51cc,"raw material, organic",,,,natural
06ee98a3-6b25-4e8c-876d-6249fe65dc89,"resin, synthetic",,,,synthetic
06fc9f3c-4930-4f1a-9dff-c009ce3c55cf,"resin, synthetic",9005-38-3,NaC6H7O6,Sodium alginate,synthetic
0702cb4d-4547-4e05-b7f9-231406e4974f,"raw material, inorganic",,,,natural
0702d18c-aea8-46c2-9414-66f24b365df9,"stone, natural",,,,natural
0703873a-4c94-45ad-9277-07fbfb943f5a,wood,,,,natural
070a7a8e-f27d-4bbb-b7c4-cb50e2ad0ee8,prepared mixture,,,,
07100fc9-c166-45c3-aa2b-04ac64fe1cb9,pigment,,,,synthetic
0711db21-22fa-4b58-8a82-5653e6fba436,prepared mixture,,,,
071899a1-dc22-47fa-91f2-d99cc0f2880c,pigment,(No CAS No. Provided),aFe2O3*H2O + b*Fe2O3 + d*Al2O3 + d*CaCO3 + e*SiO4,(No chemical name provided),natural
0723d52f-a70a-4fb2-861e-bcfa53d61ea2,metal,,,,
072954ed-0a1d-4637-be78-c8c37fb84157,wax,,,,
073081f8-78d7-4777-a161-2ce9f0d23a6d,"paint, acrylic",,,cobalt compounds,
07382dcb-961d-4b5d-82cf-600ba3d72e20,prepared mixture,,,,
073b008a-6157-442c-81fc-0c2b1464b3e2,photographic paper,,,,synthetic
073e1214-bb9b-4fe6-889a-11f1ef97a582,"paint, oil-based",,,,
073f8c93-8f81-4f99-b5fd-7d480c65c073,"paint, oil-based",,,,
07407db4-3052-4dc8-a08a-8c51fb4bff6b,pigment,,,"silica, clay, iron oxides, small amount of manganese dioxide",natural
07447edb-07a4-42fa-94ad-afe6f59270c4,"stone, natural",,,,natural
074e3682-bf6a-4ce1-8413-7ad62b5dd272,"stone, natural",,,,natural
074f906e-65ce-47eb-b60c-d43d1389596f,pigment,,,,synthetic
075090bb-1f2a-41f1-8ec0-2b20054a6996,"stone, natural",,,,natural
07533ff9-a873-4043-bb9d-ec91a2eefaad,prepared mixture,,,,
075f0339-c003-4544-970f-3b56535b8b66,pigment,,,,unknown
07640c52-7d3f-4687-b1c1-7434a2aaa4b0,photographic paper,,,,synthetic
076ce6d5-edcb-407d-af83-3e350968333a,pigment,7758-97-6,PbCrO4,lead chromate,
077e2e57-4b4c-461b-9b2d-6730b4d3194c,pigment,1302-83-6 or 56091-53-3,3Na2O.3Al2O3.6SiO2.2Na2S,Natrium-Aluminium-Sulfo-Silicate,synthetic
077e87c2-abaf-4231-8609-90379fb437a9,"stone, natural",,,,natural
07829802-94a7-48be-bcb7-a416ba56ee37,"paint, oil-based, water mixable",,,,synthetic
078625ac-045c-4525-952e-071ff2d6d215,prepared mixture,,,,
0788ad25-ca93-46dc-9db7-7c387d86a37a,"stone, natural",,,,natural
078ac04b-4225-4429-aba9-600c0d421416,"stone, natural",,,,natural
0790ae58-d218-4e32-9529-531f4fea8497,pigment,,,"iron oxide, clay, aluminum, and manganese",
0796bf3b-38dd-4480-af74-ce620931ee0d,pigment,,,,synthetic
07971dca-4f7f-4a0a-a368-8df22a7e1846,"stone, natural",,,,natural
079e5087-7c22-4d90-a715-55a9809ee5e2,pigment,,,,synthetic
079f9187-b781-491b-b33c-e3c1c25bd988,"raw material, organic",,,,natural
079fa507-fb74-4256-9097-b08faff89d1b,ink,,,,
07a423e4-3123-43b7-88d3-84db271b5528,glass,,,lead silicate,synthetic
07a9c0ef-ad30-41c5-be42-e2e142258312,filler,(No CAS No. Provided),CaCO3,natural calcium carbonate,natural
07adab2c-1863-49ac-aa34-0fa3f5229d55,"paint, oil-based, water mixable",,,,synthetic
07b0ec34-acb0-49fd-9ce8-6eebe44f1390,pastel,,,,
07b4833c-c36b-49ea-b6a3-e2801061aaf2,"resin, natural",8002-75-3,,"glycerides of lauric, oleic and palmitic acids",natural
07b87637-81a5-42aa-baa0-bee4a4e38cee,"stone, natural",,,,natural
07b8f97b-0fbd-4afa-9ff2-929971c77e29,"resin, synthetic",,,,synthetic
07b9357d-3c14-437d-8b18-e30069e00c11,"resin, natural",,,,natural
07bf8b55-b50e-4a92-82c0-61abdf2c0e3f,"stone, natural",,,,natural
07c0e68a-f5b3-46d1-b4d0-d43a86d5ebf0,"paint, acrylic",,,,synthetic
07c1c44b-ee34-4aa2-ade8-7dc7e7e8d1f8,dye,1064-48-8,C22H16N6O9S2.2Na,"2,7-Naphthalenedisulfonic acid, 4-amino-5-hydroxy-3-((4-
nitrophenyl)azo)-6-(phenylazo)-, disodium salt",synthetic
07c2e56c-a148-4f3c-973e-7cf70632c1fa,dye,860-22-0,C16H8N2Na2O8S2,"5,5'-disulfonic acid disodium salt",natural
07c35d92-40cc-452b-b64a-ac3c63beb1d0,"stone, natural",,,,natural
07c6e9c4-ec5d-4797-8f27-5873802431b8,wood,,,,natural
07c7f590-6755-4629-9ca7-6b21f3a228ca,"stone, natural",,,,natural
07ccc2b5-0111-4e40-a2e2-aed263e49294,protein,8002-43-5,,(No chemical name provided),natural
07d0fb1b-56ca-4374-a5d4-236473d04de1,"paint, oil-based, water mixable",,,,
07d94895-bc8b-43a5-89e9-d1ad5d249106,pigment,,,,synthetic
07df3636-1788-4572-9f4d-4ed12cc59835,pigment,,,,
07e051d2-6ee4-41d6-873a-52e948dd9d47,photographic paper,,,,synthetic
07e3240e-b88a-405c-b2cd-c0d5f2f7c678,"stone, natural",,,,natural
07eca428-5c19-4097-aee3-a8175e561985,prepared mixture,,,,
07f0b768-996b-4fee-8479-bedcf4870761,"paint, oil-based",,,,natural
07f1a47d-468a-4fbf-bc55-4008aa78b3a6,textile,,,,natural
07f9272a-f25a-4c3d-bd4a-e8f09a580eea,wood,,,,natural
07f95f38-e712-481d-9825-c84ff90ef8e5,prepared mixture,,,,
07f963ec-cda4-48e7-ae9e-272f16ada136,oil,8002-11-7,,(No chemical name provided),natural
0800c486-97de-468a-8cbd-96d148936998,pigment,(No CAS No. Provided),Fe2O3 + CaSO4,ferric oxide + calcium sulfate,
0801434f-1164-4085-8336-2a45decf40be,textile,,,,natural
080785aa-5809-4477-be08-6057f4f0177e,"paint, acrylic",,,,synthetic
080f6618-25a6-49d9-ad29-486d326323be,prepared mixture,,,,
08177e68-899d-4a42-880b-4c980e7eb215,"stone, natural",,,,natural
081aeeeb-62ad-4bd8-acfd-0c61e205a687,"paint, oil-based, water mixable",,,,
081eac26-e99c-4c7a-89d0-95af64d34d59,prepared mixture,,,,
08200078-1095-4f97-932d-92287f1f9421,prepared mixture,,,,
082136ff-cf70-4bbb-916b-f1f939da6450,prepared mixture,,,,
08254ed1-ddb2-4e34-aded-d4168c3015ad,pigment,,,"iron oxide, clay, aluminum, and manganese",natural
0834fccb-98f6-4864-b242-d7f10afd6f80,pigment,,,,synthetic
0836dc67-4e4a-46a1-ac49-3120dd8cf5ed,"stone, natural",,,,natural
083cfcc4-6a3d-47ad-b25d-eb8abd80fd7e,gum,9000-01-5,,(No chemical name provided),natural
083f7c73-6def-4c5d-9939-b10415480be8,"paint, watercolor",,,charred bone,
084b6570-0a57-406c-b409-bfd7f0759fca,"paint, acrylic",,,"barium sulfate, cadmium sulfide, zinc sulfide (copper chloride doped)",
084dd3f9-b230-4f0b-8950-07c0bf76cfd3,pigment,68187-05-3,CoO.SnO2,(No chemical name provided),synthetic
084fa466-b5dd-4650-819b-5e435ed37dbf,"stone, artificial",,,,synthetic
08577304-d74d-4db4-b54b-4a3c42870c27,"stone, natural",,,,natural
085d1baa-c190-4caa-bf46-3de6dbcf0299,photographic paper,,,,synthetic
0882b6be-22af-4b52-987c-a1effeb98e43,"raw material, inorganic",(No CAS No. Provided),CuCO3-Cu(OH)2,Copper carbonate (green),natural
08831920-78e6-4315-a87e-5c26f0fd9332,pigment,1306-23-6 or 106496-20-2,"CdS, CdSe",cadmium sulfoselenide,
089bb898-3a00-4054-84d0-9105995ab4d0,"stone, natural",,,,natural
089e195d-beed-48e3-aa24-b4b4e4f9752f,"stone, natural",,,,natural
089e1e06-0587-40a8-81ac-f4981dfa081f,"stone, natural",,,,natural
08a7d76b-25dc-4981-86fb-822cd681bb02,dye,860-22-0,C16H8N2Na2O8S2,"5,5'-disulfonic acid disodium salt",natural
08a85a48-6326-4701-adf9-f5736385423e,"stone, natural",,,,natural
08abd2eb-1bac-4146-9ab4-1829403d6a8b,"resin, synthetic",,,,synthetic
08ac7493-8f61-455f-901f-2a6a1ae1f728,"paint, oil-based, water mixable",,,,
08b04cc1-2f55-4365-bee9-1cd0ce1d5067,prepared mixture,,,,
08b09a4a-e13d-42d6-bf25-2209c9d989d3,pigment,1309-37-1 (iron oxide),,"silica, clay, iron oxides, small amount of manganese dioxide",natural
08b6b9ac-9316-4e00-8754-d47cd8ee1774,protein,,,,natural
08b7272c-1568-4d02-91d0-2d50e431872c,prepared mixture,,,,
08b7ccc0-1355-4874-a6fe-c86dc90f2502,pigment,,,,
08b8319a-b6bc-4e90-bb46-e5d42926f816,prepared mixture,,,,
08bd5057-e489-4b74-8472-b29776ffa93f,prepared mixture,,,,
08c0ab47-731a-406f-9565-a93195df832b,prepared mixture,,,,
08c13fad-b58e-492f-a4f4-d9dbc48ced29,"stone, natural",,,,natural
08cbb9ae-83cc-4b0a-8132-d185b0b4c952,ink,,,,
08d0c464-62cb-47fd-8b5c-4bf707934560,wood,,,,natural
08d1dbe5-5792-4d5c-8768-aefd9902700d,"resin, natural",,,,natural
08d547e2-6f08-4249-8a20-0cddbc47bdef,pigment,,,,natural
08d9974f-ff7a-4046-92d4-c35f869472c6,pigment,1333-86-4,,amorphous carbon,
08de3ada-9e70-41b3-b22d-e5b163957882,prepared mixture,,,,
08e6eac3-27b8-4923-b71d-20ab01c252d3,"paint, encaustic",,,"metal oxide on mica, purified beeswax, damar resin",synthetic
08f64981-102b-436b-8122-b4efc3ffb195,"resin, natural",,,,natural
08fd60e4-fe9d-4129-a509-ee11b63d90a0,"paint, other",,,,
09080c45-1143-406e-bb1e-4a11e162a006,prepared mixture,,,,
090b7fda-5d46-44b1-9677-0ecf8ea9d6b7,other material,,,,natural
090c497e-6bb3-40bf-b710-1f97d60708be,wood,,,,natural
09111e01-fde8-41b2-945d-dd30908b978a,wood,,,,natural
091b547a-7bdd-4e7b-8b83-1d56bc04cd7f,wood,,,,natural
091d30b2-397f-4f8b-bd5e-f04d8bc039e5,prepared mixture,,,,
0921cba2-4429-4a03-8422-c5305a9a90c9,textile,,,,synthetic
0921d499-2179-448a-9440-ca5cfff44cf1,pigment,,,,natural
0931b40e-5dea-4b0f-846f-038a04526d53,dye,1260-17-9 or 1390-65-4,C22H20O13,(No chemical name provided),natural
0942493c-a36a-4b96-bb9e-da0a21709062,wood,,,,natural
09452a35-af5e-4270-af48-f475bfa62dea,dye,16423-68-0,C20H6I4Na2O5,"3',6'-Dihydroxy-2',4',5',7'-tetraiodospiro(isobenzofuran-1(3H),9'- -(9H)xanthen)-3-one, disodium salt",synthetic
094967b9-0b7f-41df-894b-afb20633161f,glass,65997-17-3,"SiO2        72.5 %
NaO         13.7 %
CaO         9.8 %
MgO        3.3 %
Al2O3      0.4 %
FeO/Fe2O3  0.2 %
K2O          0.1 %",(No chemical name provided),synthetic
094cba26-112a-46c7-ac5f-d5d53395165a,protein,9000-70-8,,(No chemical name provided),natural
094e3819-856b-4bd7-8c72-d43f2444794b,additive,126-86-3,,"Tetramethyl-5-decyne-4,7-diol, 2,4,7,9-,",synthetic
094e6d7e-f09b-4adc-aeb0-d3297908fafe,wood,,,,natural
094f6cf0-1e34-4672-a6c4-57264c291dca,pigment,(No CAS No. Provided),HgS,Mercuric Sulfide,natural
0952bf69-5b1e-4504-b9b7-458231dc084b,"paint, oil-based, water mixable",,,,synthetic
09532935-080a-433b-81e3-414573390708,pigment,1317-65-3,CaCO3,natural calcium carbonate,
09557d0b-8a1b-4d92-a668-a053b096357f,prepared mixture,,,,
09569e18-a80b-4ac9-9de7-0db8858178d2,"stone, natural",,,,natural
095959b4-5ab1-486e-b225-9527b5dea4ed,pigment,,,,synthetic
0959e0dd-23a8-42e9-95c5-05077ca59dd3,pigment,,,,natural
095c35d3-a694-4d34-ac61-d9ae333365d1,"paint, oil-based, water mixable",,,,synthetic
09615014-40cd-40bf-886e-5202bdcf141c,pigment,,,iron oxide,natural
0966bd12-6dd8-4b57-b662-3ac5bfff2eca,pigment,,,,synthetic
0968a4e0-51d0-432d-a338-650c50dbd623,wood,,,,natural
0973d0db-dd8e-4d98-84d8-0fb52d03af74,prepared mixture,,,,
09751460-50be-4f3e-bf55-02566dd31cb8,"stone, natural",,,,natural
097a1308-d904-4557-9ccd-03e91729e600,dye,2302-96-7,C20H14N2O7S2.2Na,"1-Naphthalenesulfonic acid, 4-((2-hydroxy-6-sulfo-1-naphthalenyl)azo)-, disodium salt",synthetic
097af681-d78e-419d-9bcf-13daeb3b3179,"stone, natural",,,,natural
09855169-2cac-4b85-9fd9-8df3e5895e12,pigment,,,,
0985f99c-f2cc-46db-bb04-369dd849075a,wood,,,,natural
098b6e89-10d2-4b29-b7a4-5fa8dfc7e48b,"stone, natural",,,,natural
09951f0e-a8a5-4497-b952-f6bf5f75b63b,medium,,,,
0997a249-7ca6-4b01-b1f6-f24e4b605af1,"paint, acrylic",,,,synthetic
099cd6e2-77fd-4325-b342-d8afe911c44e,ink,,,,
09a081d7-2dce-4ccf-b001-2eb0b8508a1e,"resin, natural, oleoresin",(No CAS No. Provided),C10H16,"Abietic acid (80 %), a-pinen, b-pinen, camphen, limonenes, contains no solvent",natural
09a94d6a-9fff-49fc-8731-32f30cbbd0a2,dye,1325-82-2,,(No chemical name provided),
09aa64aa-b57b-4821-8177-2629b46d250b,"raw material, organic",,,,natural
09adf07a-10e8-49fb-8704-4e971db5786f,"paint, oil-based, water mixable",,,,synthetic
09b63a06-0ec8-4545-8826-bab1c91ba832,pigment,,,,
09bd257b-24bb-40d3-b806-59666540a50f,"stone, natural",,,,natural
09bd44d1-11d3-4e41-a63f-3ca4c809ecc1,textile,,,,natural
09c74819-0bac-46c0-98e6-4b207592bd84,pigment,,,,unknown
09d34561-41bd-4020-925b-8e33e6273a55,textile,,,,
09d5daa7-fbee-4fa0-a16e-5e17b1e92500,"resin, natural",,,,natural
09df0711-c50a-45b5-bc60-177620679e9c,"paint, oil-based",,,,
09e3d37e-6422-49f1-87fd-9078f3974464,"raw material, organic",,,,natural
09ebc8a1-2588-4c6f-a7ac-1107582f7881,prepared mixture,,,,
09ec4f30-f49b-4591-b63e-7dcdc6db68b5,"stone, natural",,,,natural
09f0205d-9465-4ac4-922e-b80742746346,prepared mixture,,,,
09f4fa8c-b8ea-41ed-b4b0-066a90185719,prepared mixture,,,,
09fc5f4d-310b-4b6d-bc39-30e1fdc06bbf,pigment,,,,synthetic
09fdbc0d-26cb-4581-a4e0-db856dbf486c,pigment,1309-37-1 (iron oxide),,(No chemical name provided),natural
09fdc99c-40c7-4ad0-a798-4f4cb4f4d133,pigment,(No CAS No. Provided),CoO-nSnO2,cobalt stannate,synthetic
0a020890-7268-4c30-8b27-92b21c562fa3,ink,,,,
0a0b350a-401a-47d2-8b07-182e9e5fc64d,"resin, natural",,,,natural
0a215c4a-35e1-4ed9-be02-f133c868aecf,pigment,(No CAS No. Provided),Cu(C2H3O2)2.3Cu(AsO2)2,(No chemical name provided),synthetic
0a2576be-1ac8-4b88-9d5b-5da275e14681,prepared mixture,,,,
0a268424-6ce7-4c59-9848-e410e67a1213,pigment,,,,
0a36da30-5da9-40cf-bc18-47a2be02b31a,pigment,,,,
0a396bd6-e9d7-4576-8580-06e2a2d7da61,photographic paper,,,,synthetic
0a3a0a0a-218d-44d9-b8b9-49eddea45f81,wood,,,,natural
0a3a8619-9ac7-44b3-9387-db2be7ab9fff,pigment,1309-37-1,Fe2O3,iron oxide,synthetic
0a3b5406-6f88-412a-a52a-af91b49e8706,pigment,8011-87-8,CoO-ZnO,(No chemical name provided),synthetic
0a3f00b9-d5c1-4376-b148-4188c747110e,"paint, acrylic",,,"chromium (III) compounds, cobalt compounds",
0a441f7d-e231-4e34-b87e-1e15e51b5cec,prepared mixture,,,,
0a4b2b15-1a91-4f0c-98bd-ef387b849a52,pigment,,,,
0a5a4b25-11f4-45d6-9ac8-b8a1b3218d52,"raw material, organic",,,,natural
0a5a5f5d-9747-4eaf-8f23-43b2b03cee51,"stone, natural",,,,natural
0a5ac407-0c7f-4b5f-9e24-d8081e48dd4a,"paint, oil-based, water mixable",,,,synthetic
0a5f721c-0786-4809-ac65-1a2651a77afd,other material,,,,natural
0a63394c-1074-411f-a603-1ac9dc8e45ef,pigment,,,"iron oxide, clay, aluminum, and manganese",
0a638baf-c70d-4d31-bf3e-4f878549872b,prepared mixture,,,,
0a66e94c-6533-47ed-8ce1-38f5e3c6fbc4,protein,,,,natural
0a6a8886-59f5-4c0e-9625-81198d8b3bb0,prepared mixture,,,,
0a717880-a29f-447c-9604-fea6b0dc4ecc,"resin, natural, oleoresin",,,,
0a73ddbd-7c09-45bd-9845-70289af1bed6,"paint, oil-based",,,,synthetic
0a7c831b-4f43-4b6e-a420-2f566437634a,"paint, encaustic",,,"cobalt phosphate, purified beeswax, damar resin",synthetic
0a89b213-c7f1-4631-a619-57ac6979c1a0,pigment,1309-37-1 (iron oxide),,"silica, clay, iron oxides, small amount of manganese dioxide",natural
0a8bfac3-ce05-4d21-a527-68adcc4db2f4,prepared mixture,,,,
0a8d07e1-da1c-4d0a-bb44-a27245f780ec,"stone, natural",,,,natural
0a917697-eaed-4dfb-9ac3-2c74da98b1ae,wood,,,,natural
0a9bb667-0a6a-43df-94f6-d18f3752a37a,"paint, acrylic",,,zinc oxide,
0aa0302f-efcb-411d-8466-9d885588797c,photographic paper,,,,synthetic
0ab344c6-7235-49e7-9468-709549855b96,prepared mixture,,,,
0ab39233-f57f-463c-aa14-62104d1d6a36,pigment,,,,
0ab4ae28-9b8f-4185-83fe-fc7290941934,pigment,12069-69-1,CuCO3-Cu(OH)2,copper carbonate (green),
0ab6e135-53dd-4cd9-b7ad-730cd14a746e,ink,,,,
0abc5ef5-617c-4898-9ba9-79980e1a11c5,"stone, natural",,,,natural
0abceef2-a3da-41e5-8e45-3dc0b9c49e68,"paint, encaustic",,,,synthetic
0abf2e17-e4eb-4b79-bce1-ec6c8a85a1ed,prepared mixture,,,,
0ac2a498-f0ee-4237-b9cd-0059b78d3048,pigment,1345-16-0 or 68186-86-7,Co(AlO2)2,cobaltous aluminate,synthetic
0ac2a79d-4885-4e85-9115-3faab848f077,"stone, natural",,,,natural
0ac90f69-b344-4e90-96e2-266318e3a59b,gum,,,,natural
0ae11691-4544-4874-9c0b-0f4ec07ccfee,"resin, natural",,,,natural
0ae3a455-4ada-499a-a630-fdd664b64226,dye,,,,natural
0ae66807-d463-4f4a-bbf9-5c5d1e1f49a1,"stone, natural",,,,natural
0ae8fc1f-f2f1-40a3-abcf-efc1df7a747f,ink,,,,
0ae91bdf-76d1-4ed0-a4a6-cd24739b7e49,"paint, oil-based, water mixable",,,,synthetic
0af441c6-ce4a-44c4-8bf2-7f09a4c5ec8c,pigment,,,,
0af852fb-5aa7-4466-80bf-a2197c525f11,"paint, watercolor",,,,
0af9e133-3a1d-4b0e-a732-a1a06d95c34a,"resin, natural",,,,natural
0afeb5f2-055c-4584-be75-ccb70e141927,dye,,,,natural
0affb37b-f370-4a39-9e29-aacd19c1f351,wood,,,,natural
0b09b86d-f04b-4f6b-86a5-737facae2622,wood,,,,natural
0b0a242f-c163-4a0f-9797-a0950e44432d,"stone, natural",,,,natural
0b0bec51-5db1-4561-9585-bd2928d427df,"paint, oil-based",,,,
0b10f75f-ce97-4448-b884-cbcddb4e6548,"stone, natural",,,,natural
0b12a33d-464f-448f-9a8f-4367c77e4391,dye,"085029-57-8, 
084961-40-0",,1:2  Chromkomplex,
0b1698f2-17b9-4448-9914-13b98907b457,wax,,,,
0b20b7dd-17eb-445a-bf5b-64488dd047f9,"resin, natural, oleoresin",,,,natural
0b2ac588-4ab0-4557-9aec-55b8590acbfb,pigment,,,,synthetic
0b37b8a8-7f10-479a-9d63-29511b3ca546,wood,,,,natural
0b4031d2-59a5-45fd-af6c-4f4d42edbb91,"stone, natural",,,,natural
0b4eef9a-d645-4a18-8215-d4d4d6ed8980,prepared mixture,,,,
0b4f1f7d-4621-4fa2-ae84-112a100bd557,pigment,,,,synthetic
0b54f700-ebf0-4a04-9fb4-9134355ad06c,photographic film,,,,synthetic
0b683e92-5129-4d38-9451-f7e679db7603,pigment,,,iron oxide + aluminum oxide,synthetic
0b6ba9f6-d5e5-42dc-bd27-2d7e631090bb,metal,,,,
0b6e5e38-bb23-4a74-b1f3-b90d79583f0a,dye,,,,synthetic
0b77e066-60db-4d48-bb0d-876bf103b0ae,"stone, natural",,,,natural
0b7b9b6a-67d3-4791-9e60-6b52939be1a6,oil,8024-09-7,,(No chemical name provided),natural
0b7ff6d1-ad97-4bab-b621-9fec01a165eb,wood,,,,natural
0b80db7c-9645-4094-b589-6b05738c11ab,"resin, natural",,,,natural
0b972ed7-d6db-4310-b114-1497eaab44d5,varnish,,,,
0b9ad6f0-5851-4d86-a5ff-1d193f1abfab,"stone, natural",,,,natural
0b9ae1c8-72d8-49af-86f5-39346c2e284d,other material,,,,synthetic
0b9e96c9-3a05-494e-8251-b4e3e3f741ea,"resin, natural",,,,natural
